,node1,node2,label
43533,175|174.173,174|175.174.173,2575
43534,175|174.173,176|175.174.173,3421
43535,175|174.173,165|175,1625
43536,175|174.173,185|175,2578
43537,164|154.155,174|164.154.155,1621
43538,164|154.155,163|164.154,1627
43539,164|154.155,165|164,3451
43540,164|154.155,154|164.154,2256
43541,164|154.144,174|164.154.144,1621
43542,164|154.144,165|164.154.144,3451
43543,164|154.144,154|164.154,2256
43544,164|154.144,163|164.154,1627
43545,193|194.184,183|193.194.184,3737
43546,193|194.184,194|193.194.184,3405
43547,193|194.184,203|193.194,2265
43548,193|194.184,192|193.194,2263
43549,173|163.153,172|173.163.153,2245
43550,173|163.153,174|173.163.153,1623
43551,173|163.153,163|173.163,3412
43552,173|163.153,183|173.163,2261
43553,182|183.193,172|182.183.193,2260
43554,182|183.193,181|182.183.193,3711
43555,182|183.193,192|182.183,3739
43556,182|183.193,183|182.183,2280
43557,153|143.133,163|153.143.133,3624
43558,153|143.133,152|153.143,2286
43559,153|143.133,154|153.143,1619
43560,153|143.133,143|153.143,2287
43561,173|174.184,172|173.174.184,2245
43562,173|174.184,163|173.174,3412
43563,173|174.184,174|173.174,1623
43564,173|174.184,183|173.174,2261
43565,173|172.162,172|173.172.162,2245
43566,173|172.162,174|173.172,1623
43567,173|172.162,163|173.172,3412
43568,173|172.162,183|173.172,2261
43569,184|174.173,183|184.174.173,3119
43570,184|174.173,185|184.174.173,2576
43571,184|174.173,194|184.174,3921
43572,184|174.173,174|184,2283
43573,191|201.202,181|191.201.202,3740
43574,191|201.202,201|191.201.202,2276
43575,191|201.202,190|191.201,3135
43576,191|201.202,192|191.201,2278
43577,191|192.191,181|191.192.191,3740
43578,191|192.191,192|191.192.191,2278
43579,191|192.191,201|191.192,2276
43580,191|192.191,190|191.192,3135
43581,160|150.160,170|160.150.160,780
43582,160|150.160,169|160.150,791
43583,160|150.160,161|160.150,782
43584,160|150.160,150|160,2240
43585,180|189.188,170|180.189.188,3106
43586,180|189.188,190|180,3107
43587,180|189.188,181|180.189,3516
43588,180|189.188,189|180.189,3102
43589,160|161.162,150|160.161.162,2240
43590,160|161.162,161|160.161.162,782
43591,160|161.162,169|160.161,791
43592,160|161.162,170|160,780
43593,140|141.142,130|,2766
43594,140|141.142,150|140.141.142,778
43595,140|141.142,149|140.141,774
43596,140|141.142,141|140.141,2242
43597,159|158.148,150|159.158.148,1642
43598,159|158.148,158|159.158,2305
43599,159|158.148,149|159.158,1614
43600,159|158.148,169|159.158,3105
43601,157|156.166,158|157.156.166,1577
43602,157|156.166,167|157.156.166,1606
43603,157|156.166,147|157.156,2307
43604,157|156.166,156|157.156,3960
43605,179|169.159,169|179.169.159,1612
43606,179|169.159,189|179.169.159,1582
43607,179|169.159,178|179.169,1610
43608,179|169.159,170|179.169,2759
43609,188|189.179,178|188.189.179,1599
43610,188|189.179,187|188.189.179,1584
43611,188|189.179,198|188.189,3103
43612,188|189.179,189|188,1586
43613,188|198.188,178|188.198.188,1599
43614,188|198.188,187|188.198,1584
43615,188|198.188,198|188,3103
43616,188|198.188,189|188.198,1586
43617,179|189.180,189|179.189.180,1582
43618,179|189.180,170|179.189,2759
43619,179|189.180,169|179.189,1612
43620,179|189.180,178|179.189,1610
43621,180|190.191,189|180.190.191,3102
43622,180|190.191,181|180.190.191,3516
43623,180|190.191,170|180.190,3106
43624,180|190.191,190|180.190,3107
43625,139|138.128,149|139.138.128,3702
43626,139|138.128,138|139.138.128,801
43627,139|138.128,130|139.138.128,3686
43628,139|138.128,129|139.138,3687
43629,157|167.166,158|157.167.166,1577
43630,157|167.166,156|157.167,3960
43631,157|167.166,147|157.167,2307
43632,157|167.166,167|157,1606
43633,167|168.158,157|167.168.158,1605
43634,167|168.158,168|167.168.158,1607
43635,167|168.158,177|167.168,2306
43636,167|168.158,166|167.168,3112
43637,149|139.149,159|149.139.149,1641
43638,149|139.149,139|149.139,3703
43639,149|139.149,140|149,777
43640,149|139.149,148|149.139,775
43641,138|148.158,148|138.148.158,798
43642,138|148.158,128|138,3688
43643,138|148.158,139|138.148,800
43644,138|148.158,137|138.148,2313
43645,158|159.149,148|158.159.149,794
43646,158|159.149,157|158.159.149,1601
43647,158|159.149,168|158,1578
43648,158|159.149,159|158,2241
43649,178|168.169,179|178.168.169,1609
43650,178|168.169,188|178,3551
43651,178|168.169,177|178,1603
43652,178|168.169,168|178.168,1600
43653,167|166.156,168|167.166.156,1607
43654,167|166.156,157|167.166.156,1605
43655,167|166.156,177|167.166.156,2306
43656,167|166.156,166|167.166,3112
43657,178|179.169,168|178.179.169,1600
43658,178|179.169,179|178,1609
43659,178|179.169,177|178.179,1603
43660,178|179.169,188|178,3551
43661,178|179.189,177|178.179.189,1603
43662,178|179.189,188|178.179.189,3551
43663,178|179.189,168|178,1600
43664,178|179.189,179|178,1609
43665,178|188.187,168|178.188.187,1600
43666,178|188.187,177|178.188,1603
43667,156|155.154,157|156.155.154,3526
43668,156|155.154,146|156.155.154,3525
43669,156|155.154,155|156.155.154,3409
43670,156|155.154,166|156.155.154,2318
43671,159|158.168,149|159.158.168,1614
43672,159|158.168,169|159.158,3105
43673,159|158.168,150|159,1642
43674,159|158.168,158|159.158,2305
43675,139|149.148,130|,3686
43676,139|149.148,149|139.149.148,3702
43677,139|149.148,138|139,801
43678,139|149.148,129|139.149,3687
43679,157|156.146,147|157.156.146,2307
43680,157|156.146,158|157.156,1577
43681,157|156.146,156|157.156,3960
43682,157|156.146,167|157.156,1606
43683,140|149.148,149|140.149.148,774
43684,140|149.148,130|140.149,2766
43685,140|149.148,150|140,778
43686,140|149.148,141|140.149,2242
43687,177|176.166,167|177.176.166,1604
43688,177|176.166,176|177,3118
43689,177|176.166,178|177.176,1608
43690,177|176.166,187|177,2250
43691,166|176.175,167|166.176.175,2319
43692,166|176.175,156|166.176.175,3408
43693,166|176.175,176|166.176.175,3419
43694,166|176.175,165|166.176,3113
43695,166|176.186,167|166.176.186,2319
43696,166|176.186,176|166.176.186,3419
43697,166|176.186,156|166.176,3408
43698,166|176.186,165|166.176,3113
43699,159|149.148,158|159.149.148,2305
43700,159|149.148,150|159.149,1642
43701,159|149.148,149|159.149,1614
43702,159|149.148,169|159.149,3105
43703,146|145.144,147|146.145.144,1575
43704,146|145.144,136|146.145,2296
43705,146|145.144,145|146,803
43706,146|145.144,156|146,2317
43707,159|158.157,158|159.158.157,2305
43708,159|158.157,169|159.158,3105
43709,159|158.157,149|159.158,1614
43710,159|158.157,150|159,1642
43711,148|149.139,158|148.149.139,2304
43712,148|149.139,149|148.149.139,776
43713,148|149.139,147|148.149,795
43714,148|149.139,138|148.149,799
43715,177|187.197,167|177.187.197,1604
43716,177|187.197,178|177.187.197,1608
43717,177|187.197,187|177.187,2250
43718,177|187.197,176|177.187,3118
43719,128|138.128,138|128.138.128,2312
43720,128|138.128,118|128.138.128,3749
43721,128|138.128,127|128.138,3672
43722,128|138.128,129|128.138,2301
43723,137|138.139,147|137.138.139,2316
43724,137|138.139,138|137,797
43725,137|138.139,136|137,2298
43726,137|138.139,127|137.138,2299
43727,139|138.148,149|139.138.148,3702
43728,139|138.148,129|139.138.148,3687
43729,139|138.148,138|139.138,801
43730,139|138.148,130|139.138,3686
43731,168|158.157,158|168.158.157,793
43732,168|158.157,167|168.158.157,3792
43733,168|158.157,178|168.158.157,1602
43734,168|158.157,169|168.158,1579
43735,166|156.155,156|166.156.155,3408
43736,166|156.155,167|166.156.155,2319
43737,166|156.155,165|166,3113
43738,166|156.155,176|166.156,3419
43739,157|147.157,147|157.147.157,2307
43740,157|147.157,158|157,1577
43741,157|147.157,156|157.147,3960
43742,157|147.157,167|157,1606
43743,127|128.127,126|127.128.127,2315
43744,127|128.127,117|127.128,2308
43745,127|128.127,128|127.128,2300
43746,139|149.139,130|,3686
43747,139|149.139,138|139.149.139,801
43748,139|149.139,129|139.149,3687
43749,139|149.139,149|139.149,3702
43750,135|125.124,136|135.125.124,3776
43751,135|125.124,125|135,734
43752,135|125.124,134|135.125,2291
43753,135|125.124,145|135.125,3450
43754,126|136.146,136|126.136.146,1573
43755,126|136.146,127|126.136,2311
43756,126|136.146,116|126.136,3332
43757,126|136.146,125|126,3331
43758,147|148.138,146|147.148.138,802
43759,147|148.138,148|147.148.138,2303
43760,147|148.138,157|147,1576
43761,147|148.138,137|147.148,796
43762,156|166.176,146|156.166.176,3525
43763,156|166.176,157|156.166.176,3526
43764,156|166.176,166|156.166,2318
43765,156|166.176,155|156.166,3409
43766,147|157.167,137|147.157.167,796
43767,147|157.167,146|147.157.167,802
43768,147|157.167,148|147.157,2303
43769,147|157.167,157|147.157,1576
43770,138|148.149,137|138.148.149,2313
43771,138|148.149,139|138.148.149,800
43772,138|148.149,148|138.148.149,798
43773,138|148.149,128|138,3688
43774,136|135.145,137|136.135.145,2297
43775,136|135.145,135|136,3775
43776,136|135.145,126|136.135,3330
43777,136|135.145,146|136.135,1574
43778,107|117.107,117|107.117.107,3273
43779,107|117.107,108|107.117,3468
43780,107|117.107,97|107.117,3752
43781,107|117.107,106|107.117,3774
43782,136|137.136,137|136.137.136,2297
43783,136|137.136,126|136.137.136,3330
43784,136|137.136,135|136.137,3775
43785,136|137.136,146|136.137,1574
43786,136|146.156,137|136.146.156,2297
43787,136|146.156,126|136.146.156,3330
43788,136|146.156,135|136,3775
43789,136|146.156,146|136.146,1574
43790,116|115.116,126|116.115.116,2310
43791,116|115.116,115|116.115.116,3333
43792,116|115.116,117|116.115,2396
43793,116|115.116,106|116.115,2397
43794,125|124.134,126|125.124.134,1572
43795,125|124.134,124|125.124.134,3448
43796,125|124.134,115|125.124,735
43797,125|124.134,135|125.124,733
43798,127|126.127,137|127.126.127,2314
43799,127|126.127,117|127.126.127,2308
43800,127|126.127,126|127,2315
43801,127|126.127,128|127.126,2300
43802,127|126.136,137|127.126.136,2314
43803,127|126.136,126|127.126.136,2315
43804,127|126.136,128|127.126.136,2300
43805,127|126.136,117|127.126,2308
43806,127|128.138,137|127.128.138,2314
43807,127|128.138,128|127.128.138,2300
43808,127|128.138,117|127.128,2308
43809,127|128.138,126|127,2315
43810,147|146.147,137|147.146.147,796
43811,147|146.147,146|147.146,802
43812,147|146.147,157|147,1576
43813,147|146.147,148|147.146,2303
43814,137|138.148,136|137.138.148,2298
43815,137|138.148,127|137.138,2299
43816,137|138.148,147|137.138,2316
43817,137|138.148,138|137,797
43818,145|146.136,146|145.146.136,2295
43819,145|146.136,144|145,804
43820,145|146.136,155|145.146,2294
43821,145|146.136,135|145,2290
43822,156|155.145,146|156.155.145,3525
43823,156|155.145,155|156.155,3409
43824,156|155.145,166|156.155,2318
43825,156|155.145,157|156.155,3526
43826,125|124.125,135|125.124.125,733
43827,125|124.125,126|125.124,1572
43828,125|124.125,124|125.124,3448
43829,125|124.125,115|125.124,735
43830,149|140.141,148|149.140.141,775
43831,149|140.141,140|149,777
43832,149|140.141,139|149.140,3703
43833,149|140.141,159|149.140,1641
43834,129|139.149,128|129.139.149,2781
43835,129|139.149,120|129.139.149,2782
43836,129|139.149,139|129.139,2302
43837,129|139.149,119|129.139,3675
43838,108|98.88,118|108.98.88,3469
43839,108|98.88,98|108.98.88,3339
43840,108|98.88,109|108.98.88,3671
43841,108|98.88,107|108.98,3272
43842,128|118.128,127|128.118.128,3672
43843,128|118.128,129|128,2301
43844,128|118.128,138|128.118,2312
43845,128|118.128,118|128.118,3749
43846,119|109.108,129|119.109.108,3611
43847,119|109.108,110|119,3357
43848,119|109.108,118|119.109,2779
43849,119|109.108,109|119.109,3669
43850,168|167.157,158|168.167.157,793
43851,168|167.157,178|168.167.157,1602
43852,168|167.157,167|168,3792
43853,168|167.157,169|168,1579
43854,139|129.120,130|,3686
43855,139|129.120,138|139.129.120,801
43856,139|129.120,129|139.129.120,3687
43857,139|129.120,149|139,3702
43858,131|121.120,130|131.121.120,764
43859,131|121.120,121|131.121,3425
43860,131|121.120,132|131.121,762
43861,131|121.120,141|131.121,766
43862,120|129.139,130|120.129.139,2785
43863,120|129.139,110|120.129,2783
43864,120|129.139,129|120,3674
43865,120|129.139,121|120,3689
43866,129|120.110,139|129.120.110,2302
43867,129|120.110,119|129.120.110,3675
43868,129|120.110,120|129.120,2782
43869,129|120.110,128|129.120,2781
43870,128|118.108,138|128.118.108,2312
43871,128|118.108,129|128,2301
43872,128|118.108,118|128.118,3749
43873,128|118.108,127|128.118,3672
43874,149|148.147,159|149.148.147,1641
43875,149|148.147,148|149.148.147,775
43876,149|148.147,139|149.148,3703
43877,149|148.147,140|149.148,777
43878,158|168.169,159|158.168.169,2241
43879,158|168.169,157|158.168.169,1601
43880,158|168.169,168|158.168,1578
43881,158|168.169,148|158,794
43882,127|126.116,137|127.126.116,2314
43883,127|126.116,128|127.126,2300
43884,127|126.116,126|127,2315
43885,127|126.116,117|127.126,2308
43886,127|117.107,137|127.117.107,2314
43887,127|117.107,128|127.117.107,2300
43888,127|117.107,126|127,2315
43889,127|117.107,117|127.117,2308
43890,138|139.138,139|138.139.138,800
43891,138|139.138,128|138.139,3688
43892,138|139.138,148|138,798
43893,138|139.138,137|138.139,2313
43894,129|119.110,139|,2302
43895,129|119.110,128|129.119.110,2781
43896,129|119.110,119|129,3675
43897,129|119.110,120|129,2782
43898,110|119.110,120|110.119.110,2784
43899,110|119.110,100|110.119.110,3355
43900,110|119.110,111|110.119,3348
43901,110|119.110,119|110,3356
43902,134|135.136,135|134.135.136,808
43903,134|135.136,144|134,2292
43904,134|135.136,124|134.135,3423
43905,134|135.136,133|134.135,1629
43906,134|144.154,135|134.144.154,808
43907,134|144.154,144|134.144,2292
43908,134|144.154,124|134.144,3423
43909,134|144.154,133|134.144,1629
43910,145|155.145,146|145.155.145,2295
43911,145|155.145,144|145.155.145,804
43912,145|155.145,155|145.155,2294
43913,145|155.145,135|145.155,2290
43914,127|126.125,126|127.126.125,2315
43915,127|126.125,128|127.126.125,2300
43916,127|126.125,117|127.126.125,2308
43917,127|126.125,137|127.126,2314
43918,154|153.154,144|154.153.154,806
43919,154|153.154,164|154.153,1620
43920,154|153.154,155|154,2288
43921,154|153.154,153|154.153,2285
43922,134|133.134,135|134.133.134,808
43923,134|133.134,133|134.133.134,1629
43924,134|133.134,144|134.133,2292
43925,134|133.134,124|134.133,3423
43926,165|164.174,155|165.164.174,3114
43927,165|164.174,166|165,3407
43928,165|164.174,175|165.164,3411
43929,165|164.174,164|165.164,1626
43930,165|155.145,155|165.155.145,3114
43931,165|155.145,164|165.155,1626
43932,165|155.145,175|165.155,3411
43933,165|155.145,166|165,3407
43934,156|146.136,146|156.146.136,3525
43935,156|146.136,155|156,3409
43936,156|146.136,157|156.146,3526
43937,156|146.136,166|156.146,2318
43938,156|146.147,157|156.146.147,3526
43939,156|146.147,155|156.146.147,3409
43940,156|146.147,146|156,3525
43941,156|146.147,166|156.146,2318
43942,158|159.150,157|158.159.150,1601
43943,158|159.150,168|158.159.150,1578
43944,158|159.150,148|158.159,794
43945,158|159.150,159|158,2241
43946,136|146.145,137|136.146.145,2297
43947,136|146.145,126|136.146,3330
43948,136|146.145,135|136,3775
43949,136|146.145,146|136.146,1574
43950,136|126.127,137|136.126.127,2297
43951,136|126.127,126|136.126.127,3330
43952,136|126.127,146|136.126,1574
43953,136|126.127,135|136.126,3775
43954,135|125.135,125|135.125.135,734
43955,135|125.135,134|135.125,2291
43956,135|125.135,136|135.125,3776
43957,135|125.135,145|135.125,3450
43958,144|143.133,134|144.143.133,807
43959,144|143.133,154|144.143.133,805
43960,144|143.133,143|144.143,3449
43961,144|143.133,145|144.143,2293
43962,137|147.157,136|137.147.157,2298
43963,137|147.157,147|137,2316
43964,137|147.157,138|137,797
43965,137|147.157,127|137.147,2299
43966,135|134.124,145|135.134.124,3450
43967,135|134.124,134|135.134.124,2291
43968,135|134.124,136|135,3776
43969,135|134.124,125|135.134,734
43970,148|147.148,147|148.147.148,795
43971,148|147.148,158|148.147,2304
43972,148|147.148,149|148.147,776
43973,148|147.148,138|148,799
43974,146|156.155,147|146.156.155,1575
43975,146|156.155,136|146.156,2296
43976,146|156.155,156|146,2317
43977,146|156.155,145|146.156,803
43978,146|136.126,156|146.136.126,2317
43979,146|136.126,147|146,1575
43980,146|136.126,136|146.136,2296
43981,146|136.126,145|146.136,803
43982,166|156.166,156|166.156.166,3408
43983,166|156.166,176|166.156.166,3419
43984,166|156.166,165|166,3113
43985,166|156.166,167|166.156,2319
43986,146|145.155,136|146.145.155,2296
43987,146|145.155,145|146,803
43988,146|145.155,156|146,2317
43989,146|145.155,147|146.145,1575
43990,137|136.146,136|137.136.146,2298
43991,137|136.146,127|137.136.146,2299
43992,137|136.146,147|137.136,2316
